x,y,z,cluster
-2.87105,-3.43984,-3.39158,4
-2.6093,-4.21472,-3.27447,4
-3.174,-3.3185,-3.42481,4
-2.83708,-3.47369,-2.99945,4
-2.98001,-3.52328,-2.52883,4
-2.02431,-4.51422,-2.96196,4
-2.66105,-4.30295,-2.88367,4
-2.97724,-3.67304,-3.33198,4
-2.42531,-4.01182,-3.47728,4
-2.60943,-3.71887,-3.041,4
-2.85355,-3.42582,-3.23144,4
-3.24411,-2.89828,-3.37493,4
-2.30305,-4.23711,-2.54962,4
-3.57521,-3.07927,-3.68006,4
-3.38834,-3.15045,-3.35004,4
-3.34813,-3.29156,-3.64475,4
-2.32383,-3.97111,-2.72443,4
-2.82678,-3.74155,-3.26471,4
-2.90422,-3.36582,-3.06075,4
-2.33554,-4.29578,-3.08274,4
-2.63299,-3.8311,-3.19257,4
-2.97992,-3.78963,-3.10986,4
-2.87894,-3.53421,-3.57403,4
-2.49223,-4.25755,-3.04201,4
-3.55084,-3.35198,-3.02669,4
-2.8457,-3.5884,-3.28745,4
-2.10889,-4.15807,-2.86137,4
-2.34868,-4.06772,-2.78149,4
-2.35685,-4.11691,-3.49943,4
-2.44392,-4.47722,-2.60162,4
-1.78817,-4.51125,-2.70455,4
-3.06237,-3.56516,-3.44187,4
-2.03257,-4.12082,-3.19225,4
-2.30822,-4.13548,-3.35657,4
-2.94288,-3.66804,-3.25863,4
-2.61533,-4.22764,-2.93499,4
-3.08779,-3.26456,-3.38576,4
-2.51261,-4.06386,-2.82294,4
-3.18196,-2.97062,-3.04196,4
-3.36922,-2.85662,-3.13424,4
-2.25682,-4.02971,-3.24899,4
-2.9067,-3.45174,-3.03879,4
-2.02555,-4.47125,-3.05834,4
-2.84033,-3.96936,-3.31526,4
-2.29637,-4.22733,-2.86005,4
-3.43868,-3.29695,-3.5036,4
-2.99455,-3.92009,-3.12333,4
-2.99716,-3.41183,-3.35754,4
-2.4662,-3.76339,-2.85857,4
-2.76634,-3.9381,-3.22824,4
-2.71094,-4.14856,-3.50777,4
-2.92297,-3.53172,-3.13908,4
-2.72075,-3.58798,-3.09488,4
-1.86095,-4.26019,-2.82422,4
-2.49286,-4.78164,-2.95715,4
-3.19535,-2.75938,-3.08109,4
-3.24761,-2.82394,-3.23607,4
-2.80321,-4.27064,-3.15051,4
-3.16117,-3.46999,-3.55232,4
-2.9556,-3.64655,-3.48162,4
-2.81227,-3.18451,-3.34748,4
-2.52697,-3.83007,-3.05964,4
-2.23657,-4.69254,-3.42263,4
-2.8171,-3.86677,-3.13368,4
-2.76845,-3.65883,-3.05884,4
-0.565778,1.10165,0.174984,5
-0.712855,0.725748,0.401275,5
-0.476747,1.21319,0.0175164,5
-0.62178,1.22546,0.152344,5
-1.05009,1.11754,0.769189,5
-0.603264,0.946438,0.377227,5
-0.638212,1.44411,-0.219807,5
-0.638517,1.13245,0.349034,5
-1.13287,0.984321,0.559647,5
-0.355523,0.96311,-0.273213,5
-1.17865,0.739507,0.699263,5
-0.329385,1.52824,-0.241554,5
-1.03333,0.683524,0.679483,5
-1.0523,1.01398,0.302012,5
-0.623844,1.01655,0.384445,5
-1.32317,0.799673,0.506145,5
-0.280899,1.193,-0.31118,5
-1.17325,0.968498,0.455518,5
-0.324824,1.33193,-0.211172,5
-1.20342,0.479425,0.535829,5
-0.785038,1.26623,0.142105,5
-0.668863,1.02247,-0.204064,5
-0.5967,1.30203,-0.0672057,5
-1.08998,0.855661,0.623105,5
-0.751787,1.32651,0.100566,5
-0.472539,1.0697,0.383863,5
-0.0353267,1.41233,-0.295097,5
-0.79517,0.720165,0.132137,5
-1.10379,0.663464,0.550463,5
-0.838074,0.779081,0.213331,5
-1.36968,0.467026,0.608288,5
0.230307,1.88211,-0.545251,5
-1.32275,0.834929,0.722833,5
-1.105,1.01844,0.344533,5
-0.970045,0.853437,0.724896,5
-0.429506,1.19073,0.0264517,5
-0.436894,1.2637,0.0778539,5
-0.638667,1.12297,0.110708,5
-0.88872,0.91687,0.418172,5
-0.524896,0.623081,0.225518,5
-0.00666997,1.6421,-0.381097,5
-1.15116,1.00551,0.282696,5
-0.517328,0.846328,0.431802,5
-1.175,0.265449,0.88314,5
-1.10496,0.785564,0.392722,5
-0.760112,0.993966,-0.175493,5
-0.66985,1.29909,0.304344,5
-0.227612,1.6718,0.00564862,5
-0.486328,1.11555,0.205783,5
-1.25064,0.634459,0.921516,5
-0.249766,1.49854,0.000972665,5
-0.683192,1.63405,0.089053,5
-1.01562,1.01309,0.473457,5
-0.653356,1.46731,-0.0804574,5
-1.27285,1.26525,0.227902,5
-0.802556,0.738383,0.499352,5
-1.0374,0.504456,0.737443,5
-0.169347,1.81096,-0.0456232,5
-0.638175,1.05545,0.38594,5
-1.20167,0.824647,0.671077,5
-0.915518,0.846534,0.16267,5
-0.799371,1.34736,0.341921,5
-1.52332,0.765385,0.980897,5
-0.218348,1.47878,-0.372561,5
-1.29271,0.639284,0.429701,5
-0.787473,1.02095,0.0994815,5
-0.429791,1.73424,-0.0178089,5
-0.529523,1.40902,-0.420509,5
-0.801889,1.26623,0.311407,5
-1.26515,0.910872,0.499053,5
-1.54297,0.543136,0.646144,5
-0.319578,1.76479,-0.130256,5
-0.885087,1.20519,0.0667591,5
-0.108932,1.53308,-0.235097,5
-0.668011,1.33446,-0.0529089,5
-0.20432,1.37256,-0.0677552,5
-0.360663,1.04992,-0.0252728,5
-1.2471,0.994485,0.562763,5
-0.972205,0.63642,0.790649,5
0.0279374,1.253,-0.25966,5
-0.0221298,1.33493,-0.213907,5
-0.363924,1.56023,-0.331927,5
-0.287126,1.49263,-0.127883,5
-0.631663,1.32156,0.0250041,5
-1.06491,0.923408,0.610339,5
-0.760406,0.881083,0.270518,5
-0.821832,0.367359,0.565331,5
-0.750998,0.821196,0.0930714,5
-1.26397,0.633239,0.662039,5
-0.865812,0.760137,0.614701,5
-0.963384,0.868997,0.397368,5
-1.50222,0.414165,0.860353,5
-1.59216,0.28028,0.893295,5
-0.857939,1.22953,-0.152249,5
-0.0864944,1.70842,-0.27676,5
0.0149311,1.31306,-0.305763,5
-0.733713,0.927253,-0.131374,5
-0.774072,1.06357,0.24997,5
-0.35755,1.55721,-0.150464,5
-0.941133,0.798267,1.27998,5
-1.00941,0.884855,0.206317,5
-0.064501,1.25087,-0.0268027,5
-0.0229677,1.46089,-0.0431015,5
-1.41816,0.695789,0.704882,5
-0.386391,1.0132,0.526086,5
-1.51038,0.256311,1.02658,5
-0.346493,1.07235,0.350027,5
-0.975255,0.76903,0.31394,5
-1.29374,0.715188,0.91121,5
-0.845805,0.82035,-0.221662,5
-0.693897,1.47645,-0.142576,5
-0.438041,1.35008,-0.0391899,5
-1.35578,0.877041,0.818661,5
-1.03473,0.613935,0.665077,5
-0.86126,1.10139,0.107671,5
-0.428232,0.868638,0.148358,5
-0.820122,0.589306,0.760674,5
-1.12166,1.02121,0.265431,5
-0.51483,0.887868,0.12977,5
-1.37049,0.437869,0.698582,5
-0.5184,1.09784,0.23718,5
-0.465346,1.77174,0.304412,5
-0.731307,1.59783,0.279776,5
-1.42909,0.903649,0.0994248,5
-1.03826,0.388548,0.902446,5
-0.721487,0.810272,0.458901,5
-0.602525,0.795191,0.225817,5
-1.55707,0.911485,0.708066,5
-0.361304,1.56715,0.388691,5
-1.52095,0.220031,0.812245,5
-1.10144,0.635371,0.793619,5
-0.53554,1.10921,-0.16967,5
-0.389064,1.33566,0.372413,5
-0.650333,1.25733,0.150659,5
-0.955925,0.168184,0.556682,5
-0.381967,1.59307,0.194004,5
-0.832631,1.39496,0.336077,5
-0.432728,1.58805,0.0336792,5
-0.855232,1.08679,0.663042,5
-0.0498129,1.5669,-0.0391439,5
-0.278005,0.997652,0.0614384,5
-0.182881,1.21615,-0.0337792,5
-1.19613,0.324284,0.79836,5
-0.702735,1.12726,0.857202,5
-1.22995,0.791773,0.688917,5
-1.4168,1.19106,0.786957,5
-0.40539,0.980172,0.101678,5
-1.33552,0.72941,0.780745,5
0.162898,1.38281,0.187258,5
-0.0621397,1.42466,-0.0627985,5
-0.874358,0.435827,0.362042,5
-0.637718,1.50429,-0.0280896,5
-0.837341,0.169469,0.875443,5
-0.685657,0.682644,0.733908,5
-0.739343,0.841217,0.0991497,5
-1.17402,0.968046,0.736307,5
-1.55671,0.991395,0.955485,5
-0.833126,0.766667,0.456928,5
-0.590414,1.45975,-0.156476,5
-0.285079,1.40417,0.0715091,5
-1.01522,0.64551,0.724453,5
-0.653545,1.31408,-0.0498154,5
-0.258906,1.52119,-0.258225,5
-1.14406,1.05759,0.626792,5
-0.983337,1.08144,0.48213,5
-0.221074,1.17164,-0.283133,5
-1.19637,0.541125,0.947588,5
-0.168348,1.64892,0.0451099,5
-0.866955,1.22001,0.0300321,5
-0.700835,1.53867,0.0904541,5
-0.49286,1.21674,0.0595017,5
-0.0595456,1.60043,-0.0176493,5
-0.763874,0.844151,0.550184,5
-0.359675,1.88642,-0.41374,5
-1.20212,0.637259,0.880063,5
-0.182293,1.17527,-0.148494,5
-0.357744,1.3955,-0.1817,5
-0.69207,0.827309,0.281602,5
-1.04679,0.691481,0.198543,5
-0.792885,1.04918,0.396723,5
-0.605216,1.25853,0.166827,5
-0.504748,1.10231,0.238465,5
-1.26094,0.518572,0.889394,5
-0.1621,1.17776,-0.241078,5
-0.442076,1.52047,-0.188882,5
-0.792363,1.11099,0.115885,5
-0.962727,0.792608,0.368635,5
-1.1486,0.833654,0.851908,5
-0.927054,0.827809,0.623897,5
-1.00089,0.788436,0.336583,5
-0.521691,1.00964,0.160796,5
-0.64155,0.648707,0.407571,5
-1.23042,0.763184,0.572528,5
-0.535652,1.23729,-0.212298,5
-1.21858,0.425949,0.997607,5
-1.11547,0.310069,0.850248,5
-0.756201,1.16396,0.477278,5
-1.0828,0.774983,0.448732,5
-1.51015,0.465016,1.00791,5
-0.690708,1.47295,0.0214652,5
